guess_brand,BRAND_CONFIRM,Title,Type,Status,Handle
Kitco,,KITCO Nice Chips French Cheese Pack 20 × 16g,Chips & Crisps,active,kitco-nice-chips-french-cheese-pack-20-16g
Kitco,,KITCO Nice Chips Lightly Salted 80g,Chips & Crisps,active,kitco-nice-chips-lightly-salted-80g
Kitco,,KITCO Nice Chips Paprika 80g,Chips & Crisps,active,kitco-nice-chips-paprika-80g
Kitco,,KITCO Nice Chips Salt & Vinegar Pack 20 × 16g,Chips & Crisps,active,kitco-nice-chips-salt-vinegar-pack-20-16g
Kitco,,KITCO Nice Chips Tomato Ketchup Pack 20 × 16g,Chips & Crisps,active,kitco-nice-chips-tomato-ketchup-pack-20-16g
Kitco,,KITCO Nice French Cheese Chips 16g,Chips & Crisps,active,kitco-nice-french-cheese-chips-16g
Kitco,,KITCO Nice French Cheese Chips 80g,Chips & Crisps,active,kitco-nice-french-cheese-chips-80g
Kitco,,KITCO Nice Hot & Spicy Chips 16g,Chips & Crisps,active,kitco-nice-hot-spicy-chips-16g
Kitco,,KITCO Nice Hot & Spicy Chips 80g,Chips & Crisps,active,kitco-nice-hot-spicy-chips-80g
Kitco,,KITCO Nice Salt & Vinegar Chips 80g,Chips & Crisps,active,kitco-nice-salt-vinegar-chips-80g
Kitco,,KITCO Nice Tomato Ketchup Chips 16g,Chips & Crisps,active,kitco-nice-tomato-ketchup-chips-16g
Kitkat,,KitKat Ice Cream 90ml,Ice Cream,active,kitkat-ice-cream-90ml
Konak,,Konak Hoop Dubai Wafer Balls Pistachio Kunafa 27g,Chocolates,active,konak-hoop-dubai-wafer-balls-pistachio-kunafa-27g
Kulfi,,Kulfi Stick Ice Cream (Saudi),Ice Cream,active,kulfi-stick-ice-cream-saudi
Lays,,LAYS Barbecue Flavored 184.2g,Chips & Crisps,active,lays-barbecue-flavored-184-2g
Lays,,LAYS Cheddar & Sour Cream Flavored 184.2g,Chips & Crisps,active,lays-cheddar-sour-cream-flavored-184-2g
Lays,,LAYS Chili 48g,Chips & Crisps,active,lays-chili-48g
Lays,,LAYS Classic 184.2g,Chips & Crisps,active,lays-classic-184-2g
Lays,,LAYS French Cheese 21g,Chips & Crisps,active,lays-french-cheese-21g
Lays,,LAYS French Cheese 48g,Chips & Crisps,active,lays-french-cheese-48g
Lays,,LAYS Honey Barbecue Flavored 184.2g,Chips & Crisps,active,lays-honey-barbecue-flavored-184-2g
Lays,,LAYS Original Taste 155g,Chips & Crisps,active,lays-original-taste-155g
Lays,,LAYS Salt & Vinegar Flavored 184.2g,Chips & Crisps,active,lays-salt-vinegar-flavored-184-2g
Lays,,LAYS Salted 12g,Chips & Crisps,active,lays-salted-12g
Lays,,LAYS Salted 155g,Chips & Crisps,active,lays-salted-155g
Lays,,LAYS Salted 48g,Chips & Crisps,active,lays-salted-48g
Lays,,LAYS Sour Cream & Onion Flavored 184.2g,Chips & Crisps,active,lays-sour-cream-onion-flavored-184-2g
Lays,,LAYS Tomato Ketchup 155g,Chips & Crisps,active,lays-tomato-ketchup-155g
Lays,,LAYS Tomato Ketchup 21g,Chips & Crisps,active,lays-tomato-ketchup-21g
Lay’S,,Lay’s Flamin’ Hot 48g,Chips & Crisps,active,lay-s-flamin-hot-48g
Lay’S,,Lay’s Maxx Chicago Hot Wings 160g,Chips & Crisps,active,lay-s-maxx-chicago-hot-wings-160g
Lay’S,,Lay’s Maxx Mexican Chilli 105g,Chips & Crisps,active,lay-s-maxx-mexican-chilli-105g
Leetak,,Leetak Kreetenes Almond Toffee 100 g,Candy,active,leetak-kreetenes-almond-toffee-100-g
Lemon,,Lemon Mint Ice Lolly,Ice Cream,active,lemon-mint-ice-lolly
Lipton,,Lipton Peach Ice Tea 320ml,Carbonated Soft Drinks,active,lipton-peach-ice-tea-320ml
Lipton,,Lipton Zero Sugar Peach Ice Tea 320ml,Carbonated Soft Drinks,active,lipton-zero-sugar-peach-ice-tea-320ml
Loacker,,Loacker Classic Cremkakao 45 GM,Chocolates,active,loacker-classic-cremkakao-45-gm
Loacker,,Loacker Classic Napolitaner 45 GM,Chocolates,active,loacker-classic-napolitaner-45-gm
London,,London Oven Fresh – London Bakery (210 g),Bakery & Pastries,active,london-oven-fresh-london-bakery-210-g
Lusine,,Lusine Apple Puff (70 g),Bakery & Pastries,active,lusine-apple-puff-70-g
Lusine,,Lusine Biscuit Cream Butter Croissant (83 g),Bakery & Pastries,active,lusine-biscuit-cream-butter-croissant-83-g
Lusine,,Lusine Butter Croissant (85 g),Bakery & Pastries,active,lusine-butter-croissant-85-g
Lusine,,Lusine Cheese Croissant (60 g),Bakery & Pastries,active,lusine-cheese-croissant-60-g
Lusine,,Lusine Cheese Puff (70 g),Bakery & Pastries,active,lusine-cheese-puff-70-g
Lusine,,Lusine Chocolate Brownie (50 g),Chocolates,active,lusine-chocolate-brownie-50-g
Lusine,,Lusine Chocolate Cupcake (30 g),Bakery & Pastries,active,lusine-chocolate-cupcake-30-g
Lusine,,Lusine Chocolate Cupcake (60 g),Bakery & Pastries,active,lusine-chocolate-cupcake-60-g
Lusine,,Lusine Chocolate Puff (70 g),Bakery & Pastries,active,lusine-chocolate-puff-70-g
Lusine,,Lusine Chocolate Sandwich 105 g,Bakery & Pastries,active,lusine-chocolate-sandwich-105-g
Lusine,,Lusine Flaky Butter Puff – Feta (80 g),Bakery & Pastries,active,lusine-flaky-butter-puff-feta-80-g
Lusine,,Lusine Flaky Butter Puff – Strawberry (80 g),Bakery & Pastries,active,lusine-flaky-butter-puff-strawberry-80-g
Lusine,,Lusine Pizza Puff (90 g),Bakery & Pastries,active,lusine-pizza-puff-90-g
Lusine,,Lusine Strawberry Cupcake (30 g),Bakery & Pastries,active,lusine-strawberry-cupcake-30-g
Lusine,,Lusine Strawberry Cupcake (60 g),Bakery & Pastries,active,lusine-strawberry-cupcake-60-g
Lusine,,Lusine Triple Chocolate Muffin (60 g),Chocolates,active,lusine-triple-chocolate-muffin-60-g
Lusine,,Lusine Vanilla Cupcake (60 g),Bakery & Pastries,active,lusine-vanilla-cupcake-60-g
Lusine,,Lusine Zaatar Croissant,Bakery & Pastries,active,lusine-zaatar-croissant
M&M'S,,M&M's Minis 30.6g,Chocolates,active,m-m-s-minis-30-6g
M&M'S,,M&M's Snacks 36 GM,Chocolates,active,m-m-s-snacks-36-gm
M&M’S,,M&M’s Chocolate 45 GM,Chocolates,active,m-m-s-chocolate-45-gm
M&M’S,,M&M’s Peanut 45 GM,Chocolates,active,m-m-s-peanut-45-gm
Maharaj,,Maharaj Kulfi Semi Ice Milk 80g,Ice Cream,active,maharaj-kulfi-semi-ice-milk-80g
Mallow,,Mallow Iam Filled Mallows 20g,Candy,active,mallow-iam-filled-mallows-20g
Maltesers,,Maltesers 37 GM,Chocolates,active,maltesers-37-gm
Mango,,Mango Nectar 250ml,Juices & Fruit Drinks,active,mango-nectar-250ml
Mango,,Mango Propotious Ice Cream,Ice Cream,active,mango-propotious-ice-cream
Mars,,MARS Chocolate Bar 51g,Chocolates,active,mars-chocolate-bar-51g
Mars,,Mars Ice Cream 51g,Ice Cream,active,mars-ice-cream-51g
Marshmallow,,Marshmallow Flower 15g,Candy,active,marshmallow-flower-15g
Mazoon,,Mazoon Snack 20g,Chips & Crisps,active,mazoon-snack-20g
Melon,,Melon Water Ice 70g,Ice Cream,active,melon-water-ice-70g
Mentos,,Mentos 3D Sugarfree Chewing Gum Fresh Mint 5 Pieces,Gums,active,mentos-3d-sugarfree-chewing-gum-fresh-mint-5-pieces
Mentos,,Mentos 3D Sugarfree Chewing Gum Watermelon 5 Pieces,Gums,active,mentos-3d-sugarfree-chewing-gum-watermelon-5-pieces
Mentos,,Mentos Bubble Gum,Gums,active,mentos-bubble-gum
Mentos,,Mentos Fresh Dive Soft Gum Cool Peppermint Flavour (44 Pieces),Gums,active,mentos-fresh-dive-soft-gum-cool-peppermint-flavour-44-pieces
Mentos,,Mentos Fresh Dive Soft Gum Tidal Grape Flavour 44 Pieces,Gums,active,mentos-fresh-dive-soft-gum-tidal-grape-flavour-44-pieces
Mentos,,Mentos Fruit Chewy Candy Roll 37.5 g,Gums,active,mentos-fruit-chewy-candy-roll-37-5-g
Mentos,,Mentos Incredible Chew Cola Flavour Chews 140 g,Gums,active,mentos-incredible-chew-cola-flavour-chews-140-g
Mentos,,Mentos Incredible Chew Soft Candy Grape Flavour,Gums,active,mentos-incredible-chew-soft-candy-grape-flavour
Mentos,,Mentos Incredible Chew Soft Candy Green Apple Flavour,Gums,active,mentos-incredible-chew-soft-candy-green-apple-flavour
Mentos,,Mentos Incredible Chew Soft Candy Strawberry Flavour,Gums,active,mentos-incredible-chew-soft-candy-strawberry-flavour
Mentos,,Mentos Mint Chewy Candy Rol 37.5 g,Gums,active,mentos-mint-chewy-candy-rol-37-5-g
Mentos,,Mentos Pure Fresh Chewing Gum Fresh Mint,Gums,active,mentos-pure-fresh-chewing-gum-fresh-mint
Mentos,,Mentos Pure Fresh Chewing Gum Fresh Mint 32 Pieces,Gums,active,mentos-pure-fresh-chewing-gum-fresh-mint-32-pieces
Mentos,,Mentos Pure Fresh Chewing Gum Strawberry 32 Pieces,Gums,active,mentos-pure-fresh-chewing-gum-strawberry-32-pieces
Mentos,,Mentos Pure Fresh Chewing Gum Watermelon 32 Pieces,Gums,active,mentos-pure-fresh-chewing-gum-watermelon-32-pieces
Mentos,,Mentos Pure Fresh Chewing Gum Wintergreen 32 Pieces,Gums,active,mentos-pure-fresh-chewing-gum-wintergreen-32-pieces
Mentos,,Mentos Pure Fresh Sugarfree Chewing Gum Bubble Fresh 50 Pieces 87.5 g,Gums,active,mentos-pure-fresh-sugarfree-chewing-gum-bubble-fresh-50-pieces-87-5-g
Mentos,,Mentos Pure Fresh Sugarfree Chewing Gum Bubble Fresh 9 Pieces 15 g,Gums,active,mentos-pure-fresh-sugarfree-chewing-gum-bubble-fresh-9-pieces-15-g
Mentos,,Mentos Pure Fresh Sugarfree Chewing Gum Fresh Mint 9 Pieces 15 g,Gums,active,mentos-pure-fresh-sugarfree-chewing-gum-fresh-mint-9-pieces-15-g
Mentos,,Mentos Pure Fresh Sugarfree Chewing Gum Spearmint 50 Pieces 87.5 g,Gums,active,mentos-pure-fresh-sugarfree-chewing-gum-spearmint-50-pieces-87-5-g
Mentos,,Mentos Pure Fresh Sugarfree Chewing Gum Spearmint 9 Pieces 15 g,Gums,active,mentos-pure-fresh-sugarfree-chewing-gum-spearmint-9-pieces-15-g
Mentos,,Mentos Pure Fresh Sugarfree Chewing Gum Strawberry 50 Pieces 87.5 g,Gums,active,mentos-pure-fresh-sugarfree-chewing-gum-strawberry-50-pieces-87-5-g
Mentos,,Mentos Pure Fresh Sugarfree Chewing Gum Strawberry 9 Pieces 15 g,Gums,active,mentos-pure-fresh-sugarfree-chewing-gum-strawberry-9-pieces-15-g
Mentos,,Mentos Pure Fresh Sugarfree Chewing Gum Watermelon 50 Pieces 87.5 g,Gums,active,mentos-pure-fresh-sugarfree-chewing-gum-watermelon-50-pieces-87-5-g
Mentos,,Mentos Rainbow Chewy Candy Roll 37.5 g,Gums,active,mentos-rainbow-chewy-candy-roll-37-5-g
Mentos,,Mentos Strawberry,Gums,active,mentos-strawberry
Mentos,,Mentos Strawberry Chewy Candy Roll 37.5 g,Gums,active,mentos-strawberry-chewy-candy-roll-37-5-g
Mentos,,Mentos White Sugar Free Chewing Gum Peppermint Flavour 38 Pieces,Gums,active,mentos-white-sugar-free-chewing-gum-peppermint-flavour-38-pieces
Mentos,,Mentos White Sugar Free Chewing Gum Spearmint Flavour 72 Pieces,Gums,active,mentos-white-sugar-free-chewing-gum-spearmint-flavour-72-pieces
Mentos,,Mentos White Sugar Free Chewing Gum Strawberry Flavour 72 Pieces,Gums,active,mentos-white-sugar-free-chewing-gum-strawberry-flavour-72-pieces
Mentos,,Mentos White Sugar Free Chewing Gum Sweet Mint Flavour 38 Pieces,Gums,active,mentos-white-sugar-free-chewing-gum-sweet-mint-flavour-38-pieces
Mentos,,Mentos White Sugar Free Chewing Gum Tutti Frutti Flavour 38 Pieces,Gums,active,mentos-white-sugar-free-chewing-gum-tutti-frutti-flavour-38-pieces
Mexita,,Mexita Hot Chili & Lime Tortilla Chips 23g,Chips & Crisps,active,mexita-hot-chili-lime-tortilla-chips-23g
Mexita,,Mexita Hot Chilli & Lime Tortilla Chips 180g,Chips & Crisps,active,mexita-hot-chilli-lime-tortilla-chips-180g
Mexita,,Mexita Hot Chilli & Lime Tortilla Chips 40g,Chips & Crisps,active,mexita-hot-chilli-lime-tortilla-chips-40g
Mexita,,Mexita Nacho Cheese Tortilla Chips 180g,Chips & Crisps,active,mexita-nacho-cheese-tortilla-chips-180g
Mexita,,Mexita Nacho Cheese Tortilla Chips 23g,Chips & Crisps,active,mexita-nacho-cheese-tortilla-chips-23g
Mexita,,Mexita Sweet & Sour Tortilla Chips 180g,Chips & Crisps,active,mexita-sweet-sour-tortilla-chips-180g
Mexita,,Mexita Sweet Chili Pepper Tortilla Chips 23g,Chips & Crisps,active,mexita-sweet-chili-pepper-tortilla-chips-23g
Mexita,,Mexita Sweet Chilli Pepper Tortilla Chips 180g,Chips & Crisps,active,mexita-sweet-chilli-pepper-tortilla-chips-180g
Mexita,,Mexita Sweet Chilli Pepper Tortilla Chips 40g,Chips & Crisps,active,mexita-sweet-chilli-pepper-tortilla-chips-40g
Milk,,Milk Flavour Chews Rich and Creamy Gelatin Free,Gums,active,milk-flavour-chews-rich-and-creamy-gelatin-free
Milki,,Milki Krowka Cream Fudge Candy 750 g,Candy,active,milki-krowka-cream-fudge-candy-750-g
Milky,,Milky Bar 12g,Chocolates,active,milky-bar-12g
Mini,,Mini Takis Fuego Hot Chili Pepper & Lime Artificially Flavoured Tortilla Chips 35 g,Chips & Crisps,active,mini-takis-fuego-hot-chili-pepper-lime-artificially-flavoured-tortilla-chips-35-g
Minis,,Minis 20 Mixed – 400 gm,Chocolates,active,minis-20-mixed-400-gm
Minis,,Minis 35 Mixed – 710 gm,Chocolates,active,minis-35-mixed-710-gm
Mirinda,,Mirinda Apple 330ml,Carbonated Soft Drinks,active,mirinda-apple-330ml
Mirinda,,Mirinda Citrus 330ml,Carbonated Soft Drinks,active,mirinda-citrus-330ml
Mirinda,,Mirinda Orange 1.25L,Carbonated Soft Drinks,active,mirinda-orange-1-25l
Mirinda,,Mirinda Orange 150ml,Carbonated Soft Drinks,active,mirinda-orange-150ml
Mirinda,,Mirinda Orange 2.25L,Carbonated Soft Drinks,active,mirinda-orange-2-25l
Mirinda,,Mirinda Orange 330ml,Carbonated Soft Drinks,active,mirinda-orange-330ml
Mirinda,,Mirinda Strawberry 330ml,Carbonated Soft Drinks,active,mirinda-strawberry-330ml
Mixed,,Mixed Minis Chocolate Pack 400g × 2,Chocolates,active,mixed-minis-chocolate-pack-400g-2
Mizo,,Mizo Orange & Carrot Drink 1.35 Litre,Juices & Fruit Drinks,active,mizo-orange-carrot-drink-1-35-litre
Molto,,Molto Chips Barbecue Flavour 70 g,Chips & Crisps,active,molto-chips-barbecue-flavour-70-g
Molto,,Molto Chips Cheese Flavour 16g,Chips & Crisps,active,molto-chips-cheese-flavour-16g
Molto,,Molto Chips Cheese Flavour 70 g,Chips & Crisps,active,molto-chips-cheese-flavour-70-g
Molto,,Molto Chips Chilli & Lemon Flavour 70 g,Chips & Crisps,active,molto-chips-chilli-lemon-flavour-70-g
Molto,,Molto Chips Chilli & Vinegar Flavour 16g,Chips & Crisps,active,molto-chips-chilli-vinegar-flavour-16g
Molto,,Molto Chips Ketchup Flavour 16g,Chips & Crisps,active,molto-chips-ketchup-flavour-16g
Molto,,Molto Chips Ketchup Flavour 70 g,Chips & Crisps,active,molto-chips-ketchup-flavour-70-g
Molto,,Molto Chips Salt Flavour 70 g,Chips & Crisps,active,molto-chips-salt-flavour-70-g
Monster,,Monster Energy Drink 250ml,Energy & Sports Drinks,active,monster-energy-drink-250ml
Mountain Dew,,Mountain Dew 1.25L,Carbonated Soft Drinks,active,mountain-dew-1-25l
Mountain Dew,,Mountain Dew 150ml,Carbonated Soft Drinks,active,mountain-dew-150ml
Mountain Dew,,Mountain Dew 2.25L,Carbonated Soft Drinks,active,mountain-dew-2-25l
Mountain Dew,,Mountain Dew 330ml,Carbonated Soft Drinks,active,mountain-dew-330ml
Mountain Dew,,Mountain Dew Zero Sugar 330ml,Carbonated Soft Drinks,active,mountain-dew-zero-sugar-330ml
Moussy,,Moussy Apple Flavour 330ml,Carbonated Soft Drinks,active,moussy-apple-flavour-330ml
Moussy,,Moussy Classic Flavour 330ml,Carbonated Soft Drinks,active,moussy-classic-flavour-330ml
Moussy,,Moussy Ice Berry Flavour 330ml,Carbonated Soft Drinks,active,moussy-ice-berry-flavour-330ml
Moussy,,Moussy Lemon Mint Flavour 330ml,Carbonated Soft Drinks,active,moussy-lemon-mint-flavour-330ml
Moussy,,Moussy Peach Flavour 330ml,Carbonated Soft Drinks,active,moussy-peach-flavour-330ml
Moussy,,Moussy Raspberry Flavour 330ml,Carbonated Soft Drinks,active,moussy-raspberry-flavour-330ml
Moussy,,Moussy Strawberry Flavour 330ml,Carbonated Soft Drinks,active,moussy-strawberry-flavour-330ml
Mr.,,Mr. Brown Cappuccino Iced Coffee 240 ml,Carbonated Soft Drinks,draft,mr-brown-cappuccino-iced-coffee-240-ml
Mr.,,Mr. Brown Caramel Latte Iced Coffee 240 ml,Carbonated Soft Drinks,draft,mr-brown-caramel-latte-iced-coffee-240-ml
Mr.,,Mr. Brown Iced Coffee 240 ml,Carbonated Soft Drinks,draft,mr-brown-iced-coffee-240-ml
Mr.,,Mr. Brown Vanilla Iced Coffee 240 ml,Carbonated Soft Drinks,draft,mr-brown-vanilla-iced-coffee-240-ml
Muncho,,Muncho Almond Semi Ice Milk 120ml,Ice Cream,active,muncho-almond-semi-ice-milk-120ml
Naba,,Naba Coconut Water with Pulp 330ml,Carbonated Soft Drinks,active,naba-coconut-water-with-pulp-330ml
Nani,,"Nani Chocolate with Nougat, Caramel & Hazelnut 40g",Chocolates,active,nani-chocolate-with-nougat-caramel-hazelnut-40g
Nani,,Nani Pistachio 40g,Chocolates,active,nani-pistachio-40g
Napoleon,,Napoleon Original Butterscotch Candy 150 g,Chocolates,draft,napoleon-original-butterscotch-candy-150-g
Napoleon,,Napoleon Vanilla Flavour Butterscotch Candy 150 g,Chocolates,draft,napoleon-vanilla-flavour-butterscotch-candy-150-g
Narshmallow,,Narshmallow 13g,Candy,active,narshmallow-13g
Nescafé,,Nescafé Mocha 225ml,Carbonated Soft Drinks,active,nescaf-mocha-225ml
Nescafé,,Nescafé Spanish Latte 225ml,Carbonated Soft Drinks,active,nescaf-spanish-latte-225ml
Nestlé,,Nestlé KitKat 18 GM,Chocolates,active,nestl-kitkat-18-gm
Nestlé,,Nestlé KitKat 36.5 GM,Chocolates,active,nestl-kitkat-36-5-gm
Nestlé,,Nestlé KitKat Crunchy 40 GM,Chocolates,active,nestl-kitkat-crunchy-40-gm
Nestlé,,Nestlé Lion 30 GM,Chocolates,active,nestl-lion-30-gm
Nestlé,,Nestlé Lion Chocolate Bar 42g,Chocolates,active,nestl-lion-chocolate-bar-42g
Nestlé,,Nestlé Tola Crispy Wafer with Caramel & Milk Chocolate,Chocolates,active,nestl-tola-crispy-wafer-with-caramel-milk-chocolate
Nice,,Nice Chips with Light Salt 167g,Chips & Crisps,active,nice-chips-with-light-salt-167g
Nice,,Nice Chips with Tomato Ketchup 167g,Chips & Crisps,active,nice-chips-with-tomato-ketchup-167g
Nice,,Nice French Cheese Natural Potato Chips 80 g,Chips & Crisps,active,nice-french-cheese-natural-potato-chips-80-g
Nice,,Nice Hot & Spicy Natural Potato Chips 167 g,Chips & Crisps,active,nice-hot-spicy-natural-potato-chips-167-g
Nice,,Nice Lightly Salted Natural Potato Chips 167 g,Chips & Crisps,active,nice-lightly-salted-natural-potato-chips-167-g
Nice,,Nice Lightly Salted Natural Potato Chips 80 g,Chips & Crisps,active,nice-lightly-salted-natural-potato-chips-80-g
Nice,,Nice Paprika Natural Potato Chips 167 g,Chips & Crisps,active,nice-paprika-natural-potato-chips-167-g
Nice,,Nice Paprika Natural Potato Chips 80 g,Chips & Crisps,active,nice-paprika-natural-potato-chips-80-g
Nice,,Nice Salt & Vinegar Natural Potato Chips 167 g,Chips & Crisps,active,nice-salt-vinegar-natural-potato-chips-167-g
Nice,,Nice Tomato Ketchup Natural Potato Chips 80 g,Chips & Crisps,active,nice-tomato-ketchup-natural-potato-chips-80-g
Non-Alcoholic,,Non-Alcoholic Malt Beverage Effs Original 330ml,Carbonated Soft Drinks,active,non-alcoholic-malt-beverage-effs-original-330ml
Nutella,,Nutella B-Ready,Chocolates,active,nutella-b-ready
Nutella,,Nutella Biscuits 1.4 GM,Chocolates,active,nutella-biscuits-1-4-gm
Oazis,,Oazis Ice Cream,Ice Cream,draft,oazis-ice-cream
Oman,,OMAN Chips Chilli Flavor 15g,Chips & Crisps,active,oman-chips-chilli-flavor-15g
Orange,,Orange Push Up (Saudia),Ice Cream,active,orange-push-up-saudia
Oreo,,Oreo Cake Choco Coated 24g,Chocolates,active,oreo-cake-choco-coated-24g
Oreo,,Oreo Cone with Oreo Cookie Pieces 110ml,Ice Cream,active,oreo-cone-with-oreo-cookie-pieces-110ml
Oreo,,Oreo Original Sandwich Biscuits 36.8 g,Chocolates,active,oreo-original-sandwich-biscuits-36-8-g
Oreo,,Oreo Sandwich with Cookie Pieces 80g,Ice Cream,active,oreo-sandwich-with-cookie-pieces-80g
Oreo,,Oreo Sandwich with Oreo Cookie Pieces 135ml,Ice Cream,active,oreo-sandwich-with-oreo-cookie-pieces-135ml
Oreo,,Oreo Stick with Oreo Cookie Pieces 64g,Ice Cream,active,oreo-stick-with-oreo-cookie-pieces-64g
Original,,Original Oreo – 36.8 g,Chocolates,active,original-oreo-36-8-g
Oronamin,,Oronamin C Drink 120ml,Carbonated Soft Drinks,active,oronamin-c-drink-120ml
Oshee,,Oshee Isotonic Drink 750ml,Energy & Sports Drinks,active,oshee-isotonic-drink-750ml
Peanut,,Peanut Butter Bar Granio Milk Chocolate 40g,Chocolates,draft,peanut-butter-bar-granio-milk-chocolate-40g
Penguin,,Penguin Vanilla Ice Cream,Ice Cream,active,penguin-vanilla-ice-cream
Pepsi,,Pepsi 1.25L,Carbonated Soft Drinks,active,pepsi-1-25l
Pepsi,,Pepsi 2.25L,Carbonated Soft Drinks,active,pepsi-2-25l
Pepsi,,Pepsi 330ml,Carbonated Soft Drinks,active,pepsi-330ml
Pepsi,,Pepsi Great Taste Less Sugar 150ml,Carbonated Soft Drinks,active,pepsi-great-taste-less-sugar-150ml
Pepsi,,Pepsi Zero Sugar 330ml,Carbonated Soft Drinks,active,pepsi-zero-sugar-330ml
Perrier,,Perrier Natural Sparkling Water 200ml,Water,active,perrier-natural-sparkling-water-200ml
Pink,,Pink & White Marshmallow 100 g,Candy,active,pink-white-marshmallow-100-g
Pistachio,,Pistachio Kunafa Chocolate 100g,Chocolates,active,pistachio-kunafa-chocolate-100g
Plombir,,Plombir Vanilla Ice Cream 15%,Ice Cream,active,plombir-vanilla-ice-cream-15
Pomegranate,,Pomegranate Nectar 250ml,Juices & Fruit Drinks,draft,pomegranate-nectar-250ml
Pop,,Pop Plier Candy Toy,Candy,active,pop-plier-candy-toy
Potato,,Potato Ripples Crunch Cheese 15g,Chips & Crisps,active,potato-ripples-crunch-cheese-15g
Power,,Power Boss Energy Drink 250ml,Energy & Sports Drinks,active,power-boss-energy-drink-250ml
Power,,Power Red Energy Drink 250ml,Energy & Sports Drinks,active,power-red-energy-drink-250ml
Power,,Power X Carbonated Drink 250ml,Carbonated Soft Drinks,active,power-x-carbonated-drink-250ml
Pran Basil,,Pran Basil Seed Lychee 250 ml,Juices & Fruit Drinks,active,pran-basil-seed-lychee-250-ml
Pran Chanachur,,PRAN Chanachur Bombay Mix 50 g,Snacks,active,pran-chanachur-bombay-mix-50-g
Pran Frooto,,Pran Frooto Mango Juice 1 Litre,Juices & Fruit Drinks,active,pran-frooto-mango-juice-1-litre
Pran Frooto,,Pran Frooto Mango Juice 200ml,Juices & Fruit Drinks,active,pran-frooto-mango-juice-200ml
Pran Frooto,,Pran Frooto Mango Juice 500ml,Juices & Fruit Drinks,active,pran-frooto-mango-juice-500ml
Pran Jhal,,PRAN Jhal Muri 50 g,Snacks,active,pran-jhal-muri-50-g
Pran Litchi,,Pran Litchi Drink 250 ml,Juices & Fruit Drinks,active,pran-litchi-drink-250-ml
Pran Mango,,Pran Mango Fruit Drink 250ml,Juices & Fruit Drinks,active,pran-mango-fruit-drink-250ml
Pran Special,,PRAN Special Toast (Rusk) – 385g,Bakery & Pastries,draft,pran-special-toast-rusk-385g
Pringles,,Pringles Barbeque – 165 g,Chips & Crisps,active,pringles-barbeque-165-g
Pringles,,Pringles Barbeque – 40 g,Chips & Crisps,active,pringles-barbeque-40-g
Pringles,,Pringles Cheesy Cheesy – 165 g,Chips & Crisps,active,pringles-cheesy-cheesy-165-g
Pringles,,Pringles Cheesy Cheesy – 40 g,Chips & Crisps,active,pringles-cheesy-cheesy-40-g
Pringles,,Pringles Hot & Spicy – 165 g,Chips & Crisps,active,pringles-hot-spicy-165-g
Pringles,,Pringles Hot & Spicy – 40 g,Chips & Crisps,active,pringles-hot-spicy-40-g
Pringles,,Pringles Ketchup – 165 g,Chips & Crisps,active,pringles-ketchup-165-g
Pringles,,Pringles Ketchup – 40 g,Chips & Crisps,active,pringles-ketchup-40-g
Pringles,,Pringles Original,Chips & Crisps,active,pringles-original
Pringles,,Pringles Original – 165 g,Chips & Crisps,active,pringles-original-165-g
Pringles,,Pringles Paprika – 165 g,Chips & Crisps,active,pringles-paprika-165-g
Pringles,,Pringles Paprika – 40 g,Chips & Crisps,active,pringles-paprika-40-g
Pringles,,Pringles Salt & Vinegar – 165 g,Chips & Crisps,active,pringles-salt-vinegar-165-g
Pringles,,Pringles Salt & Vinegar – 40 g,Chips & Crisps,active,pringles-salt-vinegar-40-g
Pringles,,Pringles Sour Cream & Onion – 165 g,Chips & Crisps,active,pringles-sour-cream-onion-165-g
Push,,Push Pop Candy Strawberry Flavour 15 g,Candy,active,push-pop-candy-strawberry-flavour-15-g
Qatar,,Qatar Oasis Natural Water 1.5L x 6,Water,active,qatar-oasis-natural-water-1-5l-x-6
Qatar,,Qatar Pafki 15 g,Chips & Crisps,active,qatar-pafki-15-g
Qbake,,Qbake Apple Puff 70g,Bakery & Pastries,active,qbake-apple-puff-70g
Qbake,,Qbake Brown Bread 620g,Bakery & Pastries,active,qbake-brown-bread-620g
Qbake,,Qbake Burger Bun (420 g),Bakery & Pastries,active,qbake-burger-bun-420-g
Qbake,,Qbake Butter Bread 300g,Bakery & Pastries,active,qbake-butter-bread-300g
Qbake,,Qbake Hot Dog Roll – Soft & Fluffy (500 g),Bakery & Pastries,active,qbake-hot-dog-roll-soft-fluffy-500-g
Qbake,,Qbake Milk Bread 350Gm,Bakery & Pastries,active,qbake-milk-bread-350gm
Qbake,,Qbake Milk Bread Medium 620gm,Bakery & Pastries,active,qbake-milk-bread-medium-620gm
Qbake,,Qbake Mini Chocolate Muffins 195g,Bakery & Pastries,active,qbake-mini-chocolate-muffins-195g
Qbake,,Qbake Mini Vanilla Muffins Original 195g,Bakery & Pastries,active,qbake-mini-vanilla-muffins-original-195g
Qbake,,Qbake multi Grain Bread 325g,Bakery & Pastries,active,qbake-multi-grain-bread-325g
Qbake,,Qbake Samona (360 g),Bakery & Pastries,active,qbake-samona-360-g
Qbake,,Qbake Soft Bun (420 g),Bakery & Pastries,active,qbake-soft-bun-420-g
Qbake,,Qbake Sweet Puff 70g,Bakery & Pastries,active,qbake-sweet-puff-70g
